imageFile,corrAns,sameOrDiff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,background.started,startkey.started,instructionstxt.started,background2.started,faces.started,resp.started,trial_counter.started,reminder.started,resp.keys,resp.corr,resp.rt,resp.duration,background4.started,endmsg.started,participant,session,date,expName,psychopyVersion,frameRate,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\136_C2_DV.jpg,left,same,0,0,0,14,27.35451809999995,27.35451809999995,27.35451809999995,37.449760699999956,37.449760699999956,37.449760699999956,37.449760699999956,37.449760699999956,right,0,5.765892300000019,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\Untitled (13).png,left,same,0,1,1,9,,,,43.35315639999999,43.35315639999999,43.35315639999999,43.35315639999999,43.35315639999999,left,1,1.9460406000000603,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\EaDfeOoU4AAcwAq .jpg,left,same,0,2,2,0,,,,45.35355549999997,45.35355549999997,45.35355549999997,45.35355549999997,45.35355549999997,right,0,3.500878299999954,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\Untitled (12).png,left,same,0,3,3,8,,,,48.960003599999936,48.960003599999936,48.960003599999936,48.960003599999936,48.960003599999936,right,0,2.101015200000006,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\different\Untitled (14).png,right,different,0,4,4,36,,,,51.180657,51.180657,51.180657,51.180657,51.180657,left,0,1.151608699999997,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\different\013_235_R.jpg,right,different,0,5,5,20,,,,52.396943599999986,52.396943599999986,52.396943599999986,52.396943599999986,52.396943599999986,right,1,4.588146399999914,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\different\Untitled.png,right,different,0,6,6,39,,,,57.145553800000016,57.145553800000016,57.145553800000016,57.145553800000016,57.145553800000016,right,1,4.8958041999999296,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\170_DV_C2.jpg,left,same,0,7,7,17,,,,62.154737899999986,62.154737899999986,62.154737899999986,62.154737899999986,62.154737899999986,left,1,1.745814399999972,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\different\fpsyg-12-627678-g001 different.jpg,right,different,0,8,8,31,,,,63.959815100000014,63.959815100000014,63.959815100000014,63.959815100000014,63.959815100000014,right,1,1.6192907000000787,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\Untitled (5).png,left,same,0,9,9,5,,,,65.6939463,65.6939463,65.6939463,65.6939463,65.6939463,left,1,1.7286150999999563,None,,,participant4,001,2023-11-28_12h02.44.457,glasgow face matching task new,2023.1.3,60.02058706134419,
