imageFile,corrAns,sameOrDiff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,background.started,startkey.started,instructionstxt.started,background2.started,faces.started,resp.started,trial_counter.started,reminder.started,resp.keys,resp.corr,resp.rt,resp.duration,background4.started,endmsg.started,participant,session,date,expName,psychopyVersion,frameRate,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\Untitled (5).png,left,same,0,0,0,5,24.708716500000037,24.708716500000037,24.708716500000037,32.71361980000006,32.71361980000006,32.71361980000006,32.71361980000006,32.71361980000006,left,1,6.2793572000000495,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\different\Untitled (15).png,right,different,0,1,1,37,,,,39.08874270000001,39.08874270000001,39.08874270000001,39.08874270000001,39.08874270000001,right,1,1.7721497,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\Untitled (11).png,left,same,0,2,2,7,,,,40.94131720000007,40.94131720000007,40.94131720000007,40.94131720000007,40.94131720000007,left,1,3.038604600000099,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\different\Untitled (10).png,right,different,0,3,3,35,,,,44.07303520000005,44.07303520000005,44.07303520000005,44.07303520000005,44.07303520000005,right,1,2.796622800000023,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\170_DV_C2.jpg,left,same,0,4,4,17,,,,46.96524869999996,46.96524869999996,46.96524869999996,46.96524869999996,46.96524869999996,left,1,4.124105800000052,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\Untitled (3).png,left,same,0,5,5,3,,,,51.19209760000001,51.19209760000001,51.19209760000001,51.19209760000001,51.19209760000001,right,0,3.433952999999974,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\108_DV_C2.jpg,left,same,0,6,6,10,,,,54.68187080000007,54.68187080000007,54.68187080000007,54.68187080000007,54.68187080000007,right,0,2.6620180999999548,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\different\076_109_R.jpg,right,different,0,7,7,24,,,,57.41111330000001,57.41111330000001,57.41111330000001,57.41111330000001,57.41111330000001,right,1,2.7647124999999733,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\different\091_283_R.jpg,right,different,0,8,8,26,,,,60.21764530000007,60.21764530000007,60.21764530000007,60.21764530000007,60.21764530000007,left,0,1.7818479999999681,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
C:\Users\ASUS\OneDrive\Desktop\glasgow_face_matching-master\same\168_C2_DV.jpg,left,same,0,9,9,16,,,,62.05336109999996,62.05336109999996,62.05336109999996,62.05336109999996,62.05336109999996,left,1,3.4830087999999932,None,,,participant5,001,2023-11-28_12h05.08.286,glasgow face matching task new,2023.1.3,60.00718886122517,
